COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS
754911a7-f47,musiclover_42,2023-04-16T10:00:00,I sent this to my friend who needed to hear this,0
07e15de4-3e6,art_creator,2023-05-06T22:00:00,This helped me with my homework,0
036be666-244,CryptoGuru99,2023-07-20T14:00:00,SUBSCRIBE OR BAD LUCK FOR 7 YEARS!!!,1
1d4a156f-20d,FollowerFactory,2023-11-01T15:00:00,Get rich quick! http://tinyurl.com/fr33g1fts 🚀👇🎁🔥🎁,1
63a02cf1-8eb,GiveawayBot,2023-05-29T21:00:00,Free iPhones! Go to http://earn-money-now.biz now!!! 🤑🚀⬇️💰💰!!!,1
6e29e254-a5a,ClickHere4Free,2023-11-11T06:00:00,SUBSCRIBE OR BAD LUCK FOR 7 YEARS!!!,1
d1260145-2a3,Sub4SubKing233,2024-01-23T05:00:00,ADULT CONTENT AT HTTP://GOO.GL/SPAM123 🔞,1
20603b12-b79,Michael Brown,2024-06-14T23:00:00,More people need to see this video,0
d3555a87-c0c,BotUser_xz153,2023-05-25T18:00:00,My trading bot made me rich http://click4cash.net ⬇️🤑👇,1
faab9767-29f,GiveawayBot959,2024-11-22T15:00:00,NFT drop happening now! http://goo.gl/spam123 🚀🚀🚀 🤑🔥👇,1
dca0f80b-fe1,Lisa Anderson,2023-02-24T21:00:00,"Just discovered this channel, where have you been all my life?",0
84dd050b-349,CryptoGuru99,2023-07-15T22:00:00,I made $5000 in one week! Visit http://subscribe2win.com,1
49cf949c-241,study_buddy,2024-04-24T08:00:00,I wish my teachers explained things like you do,0
a3f0623e-84c,Olivia Adams,2024-07-05T16:00:00,I was confused about this but now I understand,0
b60852cd-72f,SpamMaster,2024-11-28T22:00:00,Want free followers? Click http://bitcoin-profit.io!!!!!!!!!,1
17b3b276-48f,study_buddy,2023-06-01T06:00:00,I've been looking for this information everywhere. Thank you!,0
6383992c-9c5,study_buddy,2023-08-28T21:00:00,The cinematography is stunning,0
2be69739-6a1,ClickHere4Free,2023-11-23T03:00:00,THIS IS FIRE! 🔥 CHECK MY PROFILE! 😱👇🚀💰⬇️,1
f03f1e7d-04a,SubscribeNow123237,2024-07-17T18:00:00,BITCOIN is going to $100k! Buy now at https://t.co/xYzAbCdEf!!!!!!!!!,1
c2f3c752-657,Andrew Young,2023-11-06T18:00:00,How long did it take you to film this?,0
950486b2-5f1,art_creator,2023-08-27T21:00:00,Really appreciate the effort you put into these videos,0
94eb7e91-b46,FollowerFactory,2023-02-24T08:00:00,Double your money with http://www.fakepromo.net,1
3d20fba1-fc8,SubscribeNow123,2023-11-29T16:00:00,Dating site https://t.co/xYzAbCdEf join free today!,1
19c293ae-252,LikeBot3000817,2023-01-12T10:00:00,"I turned $100 into $50,000 with crypto! DM me",1
80fc570e-fe9,BotUser_xz,2023-08-03T09:00:00,Nice video! 👍 Check out my content too!,1
079e4438-14e,PromoKing444,2024-11-10T15:00:00,"If you see this, you HAVE to subscribe to me!",1
7d0e1767-94e,BotUser_xz,2024-10-20T08:00:00,Double your money with http://www.fakepromo.net,1
f8aa1b07-482,FollowerFactory,2023-11-19T17:00:00,Subscribe to my channel http://get-rich-fast.com for free gifts!,1
795817de-bd7,Daniel Martinez,2023-01-24T22:00:00,My teacher recommended this video to us,0
534ff8f1-8bd,study_buddy,2023-08-11T17:00:00,Notification squad! 🔔,0
e7b73d3b-c05,foodie_life,2024-05-08T17:00:00,This helped me with my homework,0
4cbffabb-a6a,musiclover_42,2023-09-22T22:00:00,Looking forward to the next one!,0
1cd714d9-324,Emily Chen,2024-04-04T06:00:00,You make learning fun!,0
d614a9bd-eae,Maria Garcia,2023-07-30T18:00:00,This is the best explanation I've found on YouTube,0
c04f0390-44b,Sub4SubKing432,2024-05-22T15:00:00,BEST DEALS EVER AT HTTP://TINYURL.COM/FR33G1FTS 🔥🔥🔥,1
45b98e34-61b,SpamMaster182,2024-05-26T00:00:00,I bet you can't subscribe to my channel!!!!!!!!!!,1
3518379f-4c6,SubscribeNow123447,2023-03-16T22:00:00,Meet beautiful people at http://earn-money-now.biz 😍,1
126eae99-2bb,Joshua Hill,2023-02-09T13:00:00,Thank you for making this free,0
982095e8-763,LikeBot3000841,2023-10-16T22:00:00,FREE ROBUX! Go to http://subscribe2win.com right now!,1
568186d2-c9e,Tyler Hall,2024-01-05T19:00:00,Looking forward to the next one!,0
b2b0d70b-f4b,Amanda Wilson,2023-11-14T19:00:00,"This came at the perfect time, I was just struggling with this",0
e5c06f9a-42b,Emily Chen,2024-03-23T13:00:00,Notification squad! 🔔,0
f4e670ea-879,ClickHere4Free,2024-02-27T23:00:00,Passive income secrets revealed at http://bit.ly/fReEstUfF,1
7cc84d78-e8d,PromoKing,2024-01-03T15:00:00,THIS IS FIRE! 🔥 CHECK MY PROFILE!!!!,1
9296498f-826,GiveawayBot624,2023-07-29T02:00:00,My trading bot made me rich http://click4cash.net 🤑😱,1
d04ff4c5-556,Lisa Anderson,2024-09-28T14:00:00,Love the way you break down complex topics,0
2f1c33e1-742,study_buddy,2023-02-08T20:00:00,What camera do you use?,0
7741e26e-0c6,Lisa Anderson,2023-12-11T12:00:00,"Great video, really enjoyed it!",0
8dfc0df9-a08,Olivia Adams,2023-01-04T01:00:00,I love how you included both sides of the argument,0
5e0a0222-b73,ViralQueen368,2023-06-15T01:00:00,FIRST COMMENT! CHECK MY CHANNEL OUT PLZ! 🔥🤑,1
1f85fc7f-41a,Chris Taylor,2023-08-09T12:00:00,What software do you use for editing?,0
ec18ab2b-a7d,Sarah Williams,2023-07-07T22:00:00,I have a question about the part at 8:47,0
83b7bb7a-13c,CryptoGuru99902,2023-08-23T02:00:00,Great content! Visit my page for similar stuff! 💰👇💰😱,1
107ccbf7-00c,Megan Walker,2023-06-18T12:00:00,I tried this recipe and my family loved it!,0
1b9352a5-ce2,science_geek,2023-11-27T17:00:00,Your travel vlogs are always so beautiful,0
d773d3f5-cf9,Andrew Young,2023-03-17T08:00:00,This is pure gold! 💛,0
5bdb18e6-700,Matthew Wright,2023-12-06T23:00:00,This popped up in my recommendations and I'm glad it did,0
0b78b223-085,MoneyMaker2024,2024-02-09T01:00:00,Invest in http://bitcoin-profit.io before it's too late!!! 👇💰💰🔥,1
9f6beb44-856,tech_nerd,2024-02-24T17:00:00,"Just discovered this channel, where have you been all my life?",0
1d20a6bc-294,FakeAccount001852,2024-07-20T12:00:00,SUBSCRIBE OR BAD LUCK FOR 7 YEARS!!!,1
569a05b8-706,ViralQueen,2023-10-08T20:00:00,SUBSCRIBE OR BAD LUCK FOR 7 YEARS!!! ⬇️🔥🎁💰,1
ff50d1d9-484,Daniel Martinez,2023-01-05T14:00:00,"Short and informative, just how I like it",0
78632429-6bd,Kayla Scott,2024-04-20T05:00:00,The cinematography is stunning,0
9b00c54a-d4d,LikeBot3000,2023-07-13T18:00:00,HEY CHECK MY CHANNEL OUT HTTP://TINYURL.COM/FR33G1FTS,1
e0334024-516,Matthew Wright,2023-10-15T15:00:00,What camera do you use?,0
3e9218ba-7f8,Alex Johnson,2023-03-21T17:00:00,"Watching this for my exam tomorrow, wish me luck!",0
3a819b35-433,FreeGiftBot891,2024-08-18T07:00:00,Subscribe to my channel http://subscribe2win.com for free gifts!,1
77b3ab51-ac5,Chris Taylor,2023-02-16T09:00:00,Such an underrated channel,0
c17e690e-2fa,David Kim,2024-09-28T17:00:00,I've been looking for this information everywhere. Thank you!,0
3a6849f1-bdd,MoneyMaker2024,2023-09-27T08:00:00,THIS IS FIRE! 🔥 CHECK MY PROFILE! 👇💰⬇️🚀,1
0cf3f2df-c5d,study_buddy,2023-12-09T07:00:00,What software do you use for editing?,0
a8fe2c57-846,MoneyMaker2024,2023-05-17T12:00:00,GREAT CONTENT! VISIT MY PAGE FOR SIMILAR STUFF! 😱⬇️💯,1
d3ff383e-e54,FreeGiftBot,2024-02-07T00:00:00,Like if you agree! Sub to my channel for more!,1
6a81daeb-98d,art_creator,2024-09-14T04:00:00,Notification squad! 🔔,0
dfc9f485-390,James Smith,2024-03-02T23:00:00,"I cried watching this, so beautiful",0
3349f4a9-7d7,Matthew Wright,2023-01-19T14:00:00,The background music is so calming,0
89002ed9-c4a,tech_nerd,2024-03-02T22:00:00,Finally someone who explains this properly!,0
da43aa23-3c4,Kevin Clark,2024-10-16T02:00:00,Notification squad! 🔔,0
e8085c45-8cd,Matthew Wright,2024-10-16T04:00:00,This is the best explanation I've found on YouTube,0
32f9a142-c75,Lauren Allen,2023-07-25T10:00:00,I disagree with some points but overall good video,0
9ffc8050-c8b,CryptoGuru99,2024-12-01T07:00:00,Adult content at http://subscribe2win.com 🔞,1
3faa9caa-4b1,Olivia Adams,2023-03-04T11:00:00,What software do you use for editing?,0
b240db37-913,Ashley Lopez,2024-04-04T17:00:00,I take notes while watching your videos,0
dd64eb02-f01,David Kim,2023-09-28T07:00:00,This is my favorite YouTube channel,0
f3c39583-b1e,SubscribeNow123553,2024-09-14T10:00:00,MY CHANNEL IS BETTER THAN THIS ONE LOL SUBSCRIBE,1
e0f377df-248,SubscribeNow123484,2023-10-09T17:00:00,Forex signals for free! Check https://t.co/xYzAbCdEf,1
67382b47-fba,CryptoGuru99322,2023-04-14T21:00:00,Invest in http://subscribe2win.com before it's too late!!!,1
8937232e-01f,CryptoGuru9935,2023-06-03T01:00:00,Get rich quick! http://goo.gl/spam123,1
894da00d-410,Olivia Adams,2024-08-28T20:00:00,I was confused about this but now I understand,0
2c7abaa1-143,gamer_pro,2024-04-20T10:00:00,I disagree with some points but overall good video,0
6d8f527a-e82,PromoKing185,2023-01-27T18:00:00,I just got a free PS5 from http://bit.ly/fReEstUfF!!!,1
ec7fba9a-ba3,art_creator,2024-05-28T13:00:00,"Watching this for my exam tomorrow, wish me luck!",0
034e2fe1-19d,Sarah Williams,2024-10-06T22:00:00,I take notes while watching your videos,0
d49f365b-0dd,tech_nerd,2023-10-04T06:00:00,"Watching this for my exam tomorrow, wish me luck!",0
2df8926f-e49,Ryan Thomas,2023-08-12T10:00:00,More people need to see this video,0
79df6d2b-f38,Andrew Young,2023-10-29T02:00:00,I have a question about the part at 12:08,0
73a8c2cd-b1d,science_geek,2024-09-02T06:00:00,Your dog is so cute! What breed is it?,0
75cd32a9-6e1,tech_nerd,2024-10-01T07:00:00,The editing on this video is amazing,0
af86e29e-fbe,PromoKing687,2024-04-02T17:00:00,Passive income secrets revealed at http://subscribe2win.com,1
e5a729ac-f47,Kevin Clark,2023-04-22T22:00:00,This helped me with my homework,0
741efaf1-5f2,FollowerFactory273,2024-03-29T03:00:00,PLEASE SUBSCRIBE TO MY CHANNEL I NEED 1000 SUBS,1
2c5828bd-1f3,Olivia Adams,2023-05-17T06:00:00,What camera do you use?,0
af3e4292-649,Megan Walker,2023-10-02T09:00:00,Looking forward to the next one!,0
d170e13e-5fa,Sub4SubKing,2023-09-03T16:00:00,My trading bot made me rich http://freelikesfollowers.com,1
b617235b-149,Kevin Clark,2023-12-29T17:00:00,I shared this with all my friends,0
758652cc-7dc,LikeBot300023,2024-07-15T12:00:00,SUBSCRIBE TO MY CHANNEL HTTP://TINYURL.COM/FR33G1FTS FOR FREE GIFTS!,1
b0907737-44a,Stephanie King,2024-10-01T21:00:00,Early gang! Love your content,0
fd51a9c4-485,RichQuick,2023-12-06T07:00:00,VISIT HTTP://BIT.LY/FREESTUFF TO GET 1000 FREE SUBSCRIBERS!,1
df7b57b8-564,ClickHere4Free992,2024-07-20T21:00:00,I just got a free PS5 from http://goo.gl/spam123!!!,1
d3b692cb-13b,Kayla Scott,2023-02-20T11:00:00,I tried this and it actually worked! Thanks!,0
fdef9455-9d4,ClickHere4Free183,2024-05-12T10:00:00,This is fire! 🔥 Check my profile!,1
40dd3f67-20b,Stephanie King,2023-05-09T10:00:00,You make learning fun!,0
981ec26f-91c,PromoKing568,2024-09-23T14:00:00,Free iPhones! Go to http://goo.gl/spam123 now!!!,1
f70a05d8-0ab,RichQuick237,2023-10-16T09:00:00,Invest in http://earn-money-now.biz before it's too late!!!,1
52372ae6-5e2,ClickHere4Free103,2023-07-01T16:00:00,Best deals ever at http://click4cash.net 🔥🔥🔥,1
01ad3384-0f0,ViralQueen450,2024-09-09T13:00:00,AMAZING! I JUST UPLOADED SOMETHING EVEN BETTER! ⬇️😱🚀💯🎁,1
638d7510-236,Daniel Martinez,2024-06-08T01:00:00,You make learning fun!,0
c5c7dec7-f5d,David Kim,2024-01-29T20:00:00,You make learning fun!,0
34c33efa-ca8,David Kim,2024-05-31T18:00:00,My teacher recommended this video to us,0
b223798c-c12,Andrew Young,2024-04-02T03:00:00,This is the best explanation I've found on YouTube,0
d031bca5-961,MoneyMaker2024,2024-10-23T08:00:00,I BET YOU CAN'T SUBSCRIBE TO MY CHANNEL!,1
e346f420-13d,Amanda Wilson,2024-11-03T20:00:00,I shared this with all my friends,0
5986c4f9-08d,ClickHere4Free,2024-01-31T11:00:00,ADULT CONTENT AT HTTP://FREELIKESFOLLOWERS.COM 🔞,1
d1eed0dc-e7e,art_creator,2024-09-05T10:00:00,I take notes while watching your videos,0
ff618ac2-b5c,Nicole Jackson,2023-08-18T20:00:00,The cinematography is stunning,0
5a66dd46-e04,ViralQueen726,2023-01-27T17:00:00,Subscribe to my channel http://goo.gl/spam123 for free gifts!,1
0fcb147a-24e,Kevin Clark,2024-05-05T15:00:00,The quality of your content keeps getting better,0
626e0105-0b0,Andrew Young,2023-03-18T08:00:00,This helped me with my homework,0
b416da7e-95b,Kayla Scott,2024-05-07T12:00:00,Please do more videos like this!,0
31a544b1-761,Sub4SubKing,2023-11-04T22:00:00,Dating site http://bit.ly/fReEstUfF join free today! 🤑😱!!!!!!!!!,1
d788721f-ad0,BotUser_xz363,2024-07-06T07:00:00,Sub4Sub anyone??? Subscribe to me and I'll subscribe back!!!,1
e4570541-f36,GiveawayBot432,2024-08-26T09:00:00,Subscribe to my channel http://scamsite.xyz/free for free gifts!!!!!!!,1
ae37518b-a11,BotUser_xz722,2023-10-22T05:00:00,CHECK OUT THIS AMAZING DEAL AT HTTP://TINYURL.COM/FR33G1FTS,1
e730fb41-9a1,fitness_fan,2024-08-23T17:00:00,I shared this with all my friends,0
57046427-3de,LikeBot3000185,2024-07-02T16:00:00,Hot singles in your area at http://freelikesfollowers.com,1
f2ae4543-700,LikeBot3000741,2024-11-20T03:00:00,Best deals ever at http://www.fakepromo.net 🔥🔥🔥,1
8cd5ead8-468,Kevin Clark,2023-04-10T22:00:00,"Great video, really enjoyed it!",0
d33e51b6-8b0,Rachel Lewis,2024-09-09T09:00:00,Beautifully produced video as always,0
66e5e228-d7d,LikeBot3000722,2023-09-19T18:00:00,ADULT CONTENT AT HTTP://BITCOIN-PROFIT.IO 🔞,1
4df3685c-e8d,MoneyMaker2024661,2023-02-08T00:00:00,I just got a free PS5 from http://earn-money-now.biz!!! 👇💰💰,1
6c8d1f41-c64,LikeBot3000,2024-09-21T04:00:00,Sub4Sub anyone??? Subscribe to me and I'll subscribe back!!!,1
e92ff4ce-8d1,MoneyMaker2024,2024-10-27T22:00:00,Get rich quick! http://subscribe2win.com!!!!!!!!!,1
f0cfe0e5-40d,CryptoGuru9994,2023-06-14T08:00:00,Hot singles in your area at https://t.co/xYzAbCdEf,1
56158bb7-836,CryptoGuru99,2024-11-02T06:00:00,Who's watching in 2024? Sub to me btw,1
7beb9433-b64,Kayla Scott,2024-08-15T04:00:00,"Just discovered this channel, where have you been all my life?",0
25304120-d70,RichQuick431,2023-04-02T13:00:00,MY TRADING BOT MADE ME RICH HTTP://FREELIKESFOLLOWERS.COM,1
b11ff3f2-8c3,LikeBot3000322,2024-11-05T06:00:00,I made $5000 in one week! Visit http://get-rich-fast.com,1
ab14ee12-bdd,Emily Chen,2024-02-12T00:00:00,This video changed my perspective on things,0
b0c73c51-45e,study_buddy,2024-11-17T21:00:00,Can you recommend any books on this topic?,0
5a564aa9-f89,Daniel Martinez,2023-11-14T12:00:00,Beautifully produced video as always,0
69b60088-01a,CryptoGuru99472,2023-01-14T18:00:00,Wow this is so good! My channel has more like this!,1
3002a063-305,ClickHere4Free,2023-02-20T15:00:00,Passive income secrets revealed at http://get-rich-fast.com,1
cac1bf1a-a98,musiclover_42,2023-01-21T23:00:00,"Great video, really enjoyed it!",0
0e0a5a10-d1a,LikeBot300030,2023-05-25T12:00:00,THIS IS FIRE! 🔥 CHECK MY PROFILE! 🎁🔥🔥👇,1
f22d87c6-c6a,LikeBot3000,2023-07-10T20:00:00,Earn money online easily! http://get-rich-fast.com,1
cbd323a5-f8c,bookworm_99,2024-07-19T08:00:00,Your travel vlogs are always so beautiful,0
031a9409-a9e,Amanda Wilson,2023-09-25T08:00:00,Love the way you break down complex topics,0
58953f7e-1b2,musiclover_42,2023-02-20T08:00:00,This channel deserves more subscribers,0
11c9c97d-794,SpamMaster156,2023-10-24T16:00:00,Hot singles in your area at http://bitcoin-profit.io!!!!!!,1
b843708b-e6d,ClickHere4Free,2023-03-10T22:00:00,"Love this! I make similar videos, check me out!",1
d5d18b42-bfd,FakeAccount001,2023-01-15T12:00:00,PLEASE SUBSCRIBE TO MY CHANNEL I NEED 1000 SUBS 🎁💯🤑🔥!!!!!!!!!,1
2fe2d404-61c,PromoKing,2023-07-23T21:00:00,I just got a free PS5 from http://freelikesfollowers.com!!!,1
9890f2f0-3c1,travel_addict,2023-11-26T09:00:00,The background music is so calming,0
6106551b-cf5,FollowerFactory,2024-03-14T16:00:00,I just got a free PS5 from http://scamsite.xyz/free!!!,1
61348473-0d7,ViralQueen473,2023-01-26T11:00:00,Invest in http://scamsite.xyz/free before it's too late!!! 🎁💰👇🤑!!!!!!,1
9ace58d4-f29,Michael Brown,2023-02-09T14:00:00,The cinematography is stunning,0
e6e4de8a-fde,Stephanie King,2024-02-14T13:00:00,I've been looking for this information everywhere. Thank you!,0
758d4f2b-950,Olivia Adams,2023-07-19T15:00:00,Thank you for making this free,0
77ba22bb-af1,RichQuick216,2024-04-13T13:00:00,Hey check my channel out http://get-rich-fast.com 💯💯💰👇,1
1487811a-ebd,MoneyMaker2024,2024-03-26T12:00:00,BITCOIN is going to $100k! Buy now at http://subscribe2win.com 🤑⬇️⬇️👇⬇️,1
87c19891-cc5,Sub4SubKing,2023-02-06T04:00:00,Check out my new song on my channel!!!!!!,1
4ab0a15c-02e,SpamMaster,2024-08-01T14:00:00,Amazing! I just uploaded something even better!,1
6e600fbf-178,MoneyMaker202472,2023-08-27T04:00:00,EARN MONEY ONLINE EASILY! HTTP://FREELIKESFOLLOWERS.COM,1
691d11bc-ac9,Amanda Wilson,2023-01-19T10:00:00,This is pure gold! 💛,0
21a50a99-1d4,FakeAccount001,2023-04-29T11:00:00,So inspiring! I posted a reaction on my channel!,1
483ec310-cb8,PromoKing749,2024-11-29T18:00:00,WOW THIS IS SO GOOD! MY CHANNEL HAS MORE LIKE THIS! 🚀👇👇,1
d8367849-c81,Matthew Wright,2023-11-01T08:00:00,I have a question about the part at 6:10,0
600df0fa-f41,RichQuick,2023-12-29T07:00:00,So inspiring! I posted a reaction on my channel!!!!!!!,1
c6d72ab3-d69,LikeBot3000,2024-09-20T21:00:00,Invest in http://subscribe2win.com before it's too late!!!,1
f9e38ab6-33d,Megan Walker,2023-06-27T08:00:00,I wish my teachers explained things like you do,0
d6439e97-613,CryptoGuru99998,2024-08-06T06:00:00,WANT FREE FOLLOWERS? CLICK HTTP://GOO.GL/SPAM123,1
42b10e2e-f5c,FakeAccount001185,2023-11-11T09:00:00,Awesome video bro! Sub to me I sub back!,1
57fa626a-5d7,PromoKing953,2024-06-11T09:00:00,Check out this amazing deal at http://subscribe2win.com,1
6edc9209-fdc,Kevin Clark,2023-08-28T16:00:00,This is better than my university lectures lol,0
7fc70dbf-e60,musiclover_42,2023-10-25T01:00:00,This channel deserves more subscribers,0
7a12f951-b90,Sub4SubKing,2024-08-16T22:00:00,FIRST COMMENT! CHECK MY CHANNEL OUT PLZ!,1
cfba193d-2c0,Rachel Lewis,2023-08-11T03:00:00,Your dog is so cute! What breed is it?,0
985816a7-9df,ClickHere4Free,2023-11-12T03:00:00,Like if you agree! Sub to my channel for more!,1
a0746a1d-e99,Emily Chen,2023-11-05T20:00:00,Beautifully produced video as always,0
5bbbcd90-e9e,MoneyMaker2024,2023-06-23T06:00:00,Check out this amazing deal at http://freelikesfollowers.com!!!,1
51f843d5-a8c,tech_nerd,2023-01-29T05:00:00,I sent this to my friend who needed to hear this,0
b6452a0e-a3b,Ryan Thomas,2024-02-01T18:00:00,"I've watched all your videos, you're the best!",0
25dfb6ab-ee8,RichQuick,2023-06-07T15:00:00,Meet beautiful people at http://goo.gl/spam123 😍,1
74e73ec9-090,SpamMaster132,2024-01-09T13:00:00,FREE IPHONES! GO TO HTTP://CLICK4CASH.NET NOW!!!,1
8362a1a5-41c,PromoKing560,2023-05-31T10:00:00,"Love this! I make similar videos, check me out! 🎁🤑🚀🔥",1
8c4f5b6f-c54,RichQuick,2024-10-14T22:00:00,Get rich quick! http://freelikesfollowers.com,1
7bc58ac8-b52,GiveawayBot,2023-09-22T13:00:00,"IF YOU SEE THIS, YOU HAVE TO SUBSCRIBE TO ME!",1
5de7d121-75b,Ethan Green,2023-07-13T01:00:00,I love how you included both sides of the argument,0
7348a452-291,travel_addict,2023-05-15T10:00:00,Thank you for making this free,0
95326ef0-e6a,BotUser_xz,2023-04-20T10:00:00,So inspiring! I posted a reaction on my channel!!!!!!!,1
a7909792-30f,Lauren Allen,2024-11-15T12:00:00,I wish my teachers explained things like you do,0
f226141f-408,fitness_fan,2024-08-05T07:00:00,I tried this recipe and my family loved it!,0
643dde98-ff0,MoneyMaker2024,2024-05-06T22:00:00,I made $5000 in one week! Visit http://click4cash.net,1
bce91178-a6a,study_buddy,2023-07-09T04:00:00,"You explain things so clearly, keep it up!",0
0418e269-916,SpamMaster,2024-03-16T12:00:00,AWESOME VIDEO BRO! SUB TO ME I SUB BACK!,1
9609af31-b06,MoneyMaker2024975,2024-10-06T06:00:00,SUBSCRIBE OR BAD LUCK FOR 7 YEARS!!!,1
4eebeb48-c41,GiveawayBot,2024-03-09T03:00:00,Check out my new song on my channel!!! 😱🔥!!!,1
08b0196f-8b1,Sarah Williams,2023-06-29T22:00:00,I wish my teachers explained things like you do,0
093cc35a-6d7,RichQuick312,2024-06-28T11:00:00,I bet you can't subscribe to my channel!,1
c3f1767b-b67,Sub4SubKing,2024-04-18T12:00:00,My channel is better than this one lol subscribe!!!!!!!!!,1
edea02fa-b02,Lauren Allen,2024-05-28T16:00:00,"Watching this for my exam tomorrow, wish me luck!",0
bca2b981-019,Sub4SubKing288,2024-02-19T18:00:00,Hot singles in your area at http://www.fakepromo.net 🎁⬇️💰,1
4fd14407-5f2,Matthew Wright,2023-06-24T03:00:00,The cinematography is stunning,0
27274cf8-6fc,Daniel Martinez,2023-04-30T23:00:00,"I've been following your channel for years now, love the content",0
5a5749a6-6ef,Kevin Clark,2024-11-08T02:00:00,Thank you for being so honest and genuine,0
e0c58baa-d64,FakeAccount001258,2023-12-09T15:00:00,Invest in http://freelikesfollowers.com before it's too late!!!,1
d2d62b8c-ffc,SpamMaster,2024-02-10T00:00:00,SUB4SUB ANYONE??? SUBSCRIBE TO ME AND I'LL SUBSCRIBE BACK!!!!!!!!!,1
24cd10d1-b53,MoneyMaker2024950,2024-03-12T20:00:00,WHO'S WATCHING IN 2024? SUB TO ME BTW,1
290bddb9-ce9,fitness_fan,2023-01-13T22:00:00,I tried this and it actually worked! Thanks!,0
df402a4d-fb4,science_geek,2024-10-19T17:00:00,I was confused about this but now I understand,0
3d2e90db-e9f,Sarah Williams,2023-05-28T11:00:00,The quality of your content keeps getting better,0
ea37cabb-387,Megan Walker,2023-02-08T03:00:00,I disagree with some points but overall good video,0
98489847-9b8,art_creator,2023-12-02T12:00:00,What software do you use for editing?,0
5fa7c066-36b,Michael Brown,2024-03-25T02:00:00,Love the way you break down complex topics,0
8820e46d-81a,Joshua Hill,2023-12-15T22:00:00,I take notes while watching your videos,0
bf774257-96c,RichQuick106,2024-08-18T23:00:00,VISIT HTTP://BIT.LY/FREESTUFF TO GET 1000 FREE SUBSCRIBERS! 💯😱💯🔥⬇️,1
5039aad3-499,LikeBot3000,2023-02-22T09:00:00,"LOVE THIS! I MAKE SIMILAR VIDEOS, CHECK ME OUT!",1
1f5c1e46-9fb,Michael Brown,2023-12-02T15:00:00,This is the best explanation I've found on YouTube,0
ba27bd34-4ed,RichQuick568,2023-07-16T13:00:00,SO INSPIRING! I POSTED A REACTION ON MY CHANNEL!,1
178de5e0-4c3,MoneyMaker2024161,2024-10-03T23:00:00,Subscribe to my channel http://www.fakepromo.net for free gifts!!!!,1
ae83e6e0-412,RichQuick376,2024-08-01T00:00:00,Hey check my channel out http://subscribe2win.com,1
54e2319d-a34,Emily Chen,2023-11-18T21:00:00,Early gang! Love your content,0
ec99ee77-99f,Sub4SubKing,2024-08-06T09:00:00,Best deals ever at https://t.co/xYzAbCdEf 🔥🔥🔥,1
8a1f83f9-80b,GiveawayBot966,2023-12-11T20:00:00,Visit http://freelikesfollowers.com to get 1000 free subscribers!,1
9b522e0c-907,ViralQueen976,2024-03-20T21:00:00,GET RICH QUICK! HTTP://GET-RICH-FAST.COM,1
6649f2ba-412,Stephanie King,2024-09-15T07:00:00,The animation at 0:45 was really cool,0
127b78f7-a31,SpamMaster245,2024-04-03T12:00:00,Win a $1000 gift card at http://freelikesfollowers.com,1
1c094bbe-c24,foodie_life,2024-09-12T00:00:00,How long did it take you to film this?,0
fca6028a-9cd,study_buddy,2023-08-08T13:00:00,Please do more videos like this!,0
7db4216e-ffc,RichQuick,2023-06-05T07:00:00,Nice video! 👍 Check out my content too!,1
fee90268-70a,tech_nerd,2024-04-23T23:00:00,I was confused about this but now I understand,0
d40c8527-e0b,GiveawayBot,2024-07-04T01:00:00,MY CHANNEL IS BETTER THAN THIS ONE LOL SUBSCRIBE,1
a3509387-bd7,Ryan Thomas,2024-01-04T19:00:00,Can you make a video about photography?,0
ab63b4c8-4e0,Rachel Lewis,2024-07-31T10:00:00,More people need to see this video,0
f50d8023-457,LikeBot3000723,2024-02-13T11:00:00,I made $5000 in one week! Visit http://click4cash.net,1
c43e0228-2f6,Ethan Green,2023-05-24T17:00:00,I tried this recipe and my family loved it!,0
54eb94d9-7d8,Daniel Martinez,2024-06-15T15:00:00,I have a project due next week and this is saving me,0
855396a2-221,ClickHere4Free235,2023-02-13T11:00:00,Best deals ever at http://bit.ly/fReEstUfF 🔥🔥🔥,1
17b5b83c-3d8,fitness_fan,2023-04-07T02:00:00,This is better than my university lectures lol,0
1d3b34c3-ff9,musiclover_42,2023-12-05T10:00:00,"Short and informative, just how I like it",0
96a39061-98b,Kayla Scott,2023-04-24T10:00:00,"This tutorial was super helpful, thanks!",0
45522a6e-59d,James Smith,2024-11-28T02:00:00,I tried this recipe and my family loved it!,0
560e98ba-1dc,Lisa Anderson,2023-04-06T10:00:00,The background music is so calming,0
ad689030-d4c,LikeBot3000,2023-03-29T13:00:00,MEET BEAUTIFUL PEOPLE AT HTTP://BIT.LY/FREESTUFF 😍,1
bad6affa-c10,Rachel Lewis,2023-04-02T17:00:00,The quality of your content keeps getting better,0
9c5ec8a5-146,FollowerFactory374,2024-03-10T21:00:00,First comment! Check my channel out plz!,1
38ddb9d3-2d0,SpamMaster161,2023-03-05T12:00:00,My trading bot made me rich http://subscribe2win.com!!!!!!,1
49103679-84b,BotUser_xz111,2024-09-04T08:00:00,Wow this is so good! My channel has more like this!,1
aa7a4b1f-50f,FakeAccount001,2024-01-15T07:00:00,ADULT CONTENT AT HTTP://SUBSCRIBE2WIN.COM 🔞,1
ce217260-739,Michael Brown,2024-05-04T13:00:00,This channel deserves more subscribers,0
